energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri,genre
0.604,0.076,82.01,0.0424,0.22,3.3100000000000005e-05,4,0.6829999999999999,2,218116,-7.386,0.551,1,spotify:track:0hCiUcA4R1IQ1aJTyUkJbb,electropop
0.7170000000000001,0.243,107.884,0.0318,0.0298,0.000186,4,0.581,4,236440,-4.433,0.316,1,spotify:track:7GAaTpSoTWUTbP2Yxlt4Hd,contemporary country country country dawn country pop country road neo mellow
0.782,0.156,121.908,0.0897,0.2689999999999999,0.0,4,0.585,1,169303,-4.101,0.521,0,spotify:track:33CfD8UkDEcSdAP9j4QpUY,dance pop edm house pop tropical house uk dance
0.754,0.358,108.17,0.0432,0.143,0.0,4,0.402,8,191248,-4.837,0.621,1,spotify:track:0uxDHazXSSu9bSZ28LsnAN,big room dance pop edm pop
0.6779999999999999,0.1009999999999999,103.952,0.0324,0.0154,6.05e-06,4,0.693,8,228267,-7.159,0.4039999999999999,1,spotify:track:6oJ6le65B3SEqPwMRNXWjY,edm pop tropical house
0.362,0.0732,111.057,0.0284,0.742,0.0,4,0.573,7,224280,-6.484,0.207,0,spotify:track:2qcQnxZQIxEI6WdFNrsGu3,latin pop pop chileno
0.255,0.0986,110.015,0.0322,0.792,2.07e-06,4,0.565,7,216573,-12.151,0.121,1,spotify:track:6cRExfWfj87zhACU30aW7l,indie poptimism modern rock pop
0.6,0.1989999999999999,163.97099999999998,0.0634,0.708,0.0,4,0.3929999999999999,2,172707,-7.136,0.237,0,spotify:track:0ZyOaabrLGU0rDLhnVALSQ,metropopolis modern rock pop pop rock
0.397,0.105,114.769,0.0386,0.8340000000000001,0.0411,4,0.431,4,212680,-12.713,0.1669999999999999,0,spotify:track:48BEYwb2HXiBXOJ7q02UoC,chamber pop shimmer pop
0.7829999999999999,0.631,105.39,0.0457,0.416,1.54e-06,4,0.5539999999999999,6,162467,-5.852,0.813,1,spotify:track:4w3tQBXhn5345eUXDGBWZG,classic country pop country country dawn
0.877,0.171,155.165,0.16,0.00952,0.0,4,0.588,8,326187,-4.78,0.645,1,spotify:track:0JmGVy7IzUM27My3UuEOOZ,dance pop deep pop r&b hip pop pop post-teen pop r&b southern hip hop urban contemporary
0.705,0.613,138.559,0.177,0.00836,0.00233,4,0.818,6,222640,-6.678999999999999,0.772,1,spotify:track:0d28khcov6AiegSCpG5TuT,alternative hip hop art pop
0.451,0.0924,178.06099999999998,0.0949,0.3879999999999999,2.17e-05,4,0.804,6,251293,-8.207,0.19,1,spotify:track:36c4JohayB9qd64eidQMBi,electro filter house
0.507,0.108,165.76,0.0316,0.473,0.0,4,0.451,11,187027,-6.24,0.564,1,spotify:track:1T7AiFL9ruKKwlONN35Vh0,canadian pop dance pop pop post-teen pop viral pop
0.649,0.172,88.01100000000001,0.218,0.3329999999999999,0.0,4,0.747,8,200733,-6.218,0.84,1,spotify:track:2qRN7PWiHRLprw4FpDeI9N,pop uk pop
0.435,0.0981,78.797,0.0497,0.0095599999999999,0.0,4,0.238,5,277030,-8.096,0.0447,1,spotify:track:6ucmgsair6pvRYfwgvI6e0,dance pop pop post-teen pop r&b
0.248,0.0967,80.187,0.0343,0.944,0.00365,5,0.258,3,219992,-9.507,0.369,1,spotify:track:1nywz2hyM3E46PxLgscU9j,dance pop pop post-teen pop r&b
0.732,0.597,67.295,0.0891,0.0846,0.0,3,0.647,2,222529,-5.846,0.5479999999999999,1,spotify:track:6tgEc2O1uFHcZDKPoo6PC8,dance pop pop post-teen pop r&b
0.602,0.2789999999999999,119.703,0.23,0.049,0.0,5,0.603,6,248472,-7.082999999999999,0.595,1,spotify:track:0B3FovCVaGKS5w1FTidEUP,dance pop pop post-teen pop r&b
0.696,0.0736,118.742,0.177,0.2,0.0275,4,0.672,4,162354,-6.693,0.642,0,spotify:track:65kk9CAAqFI3LWBEhUwVqd,dance pop pop post-teen pop r&b
0.6629999999999999,0.198,180.025,0.266,0.0529,0.0,4,0.7390000000000001,10,127040,-6.398,0.368,0,spotify:track:1R2mapMAUiYqre6jcFX57g,
0.931,0.246,104.05,0.0469,0.0025,0.0783,4,0.495,2,244293,-5.336,0.617,0,spotify:track:53L6A3I9vf7rgEZnMzx54E,alternative dance indie rock indietronica modern alternative rock modern rock new rave oxford indie rock
0.4629999999999999,0.105,103.961,0.162,0.236,0.00531,4,0.802,8,287040,-8.379,0.291,1,spotify:track:39NDBdU5Xkm5pCFGa5kZtI,hip hop pittsburgh rap pop rap rap
0.703,0.143,77.021,0.0969,0.00694,0.0,4,0.752,1,155134,-5.268,0.5379999999999999,1,spotify:track:12iDo4Kdw9vA2X1lN3UTVu,pop post-teen pop
0.703,0.0964,94.858,0.102,0.0218,0.0,4,0.541,0,215724,-5.573,0.238,1,spotify:track:1E3ghCAkxEdT5KHVBwArr3,boy band dance pop europop pop
0.7,0.11,176.044,0.341,0.136,0.000159,4,0.746,0,225933,-4.669,0.619,1,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,panamanian pop reggaeton
0.635,0.121,128.13299999999998,0.0326,0.129,0.0,4,0.44,11,207095,-6.385,0.327,1,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,big room edm electro house pop progressive house tropical house
0.621,0.144,133.014,0.0605,0.00403,0.0,4,0.7170000000000001,11,248560,-7.587999999999999,0.72,0,spotify:track:6ukvsBzq4d1vBsAUmz7ZVt,a cappella
0.603,0.119,132.063,0.0475,0.397,0.0,4,0.679,5,184262,-8.439,0.644,1,spotify:track:1OME8lYglnu8vH79s98vIS,indie cafe pop neo mellow pop uk pop
0.807,0.255,99.989,0.0529,0.13,0.0,4,0.614,10,200987,-3.405,0.427,0,spotify:track:4Wg7VfvO7NVG57R8cSPDQG,metropopolis modern rock pop pop rock
0.209,0.119,169.31599999999997,0.223,0.5870000000000001,0.0,4,0.4529999999999999,11,237020,-11.917,0.216,1,spotify:track:49MMefftWPcltNP4OOJGSs,electropop indie pop la indie pop
0.78,0.146,130.92600000000002,0.0351,0.4639999999999999,1.09e-06,4,0.833,6,219640,-3.153,0.93,0,spotify:track:5Qn56ssVeZJfNwDCme7Eo0,colombian pop dance pop latin latin pop pop
0.897,0.264,107.78,0.0393,0.0431,0.0,4,0.677,2,210267,-5.457999999999999,0.828,1,spotify:track:7Apo6o7oxgFyXaSmdx6NHN,colombian pop dance pop latin latin pop pop
0.752,0.0813,175.997,0.0561,0.241,4.51e-05,4,0.6729999999999999,2,201818,-3.572,0.797,0,spotify:track:6v0lAdFF4haL8xjBIUjtOw,latin latin hip hop reggaeton tropical
0.8009999999999999,0.49,124.068,0.0834,0.0715,0.0,4,0.469,5,164797,-5.635,0.425,1,spotify:track:0nxYyX5PIHJqF4VSb4CIFV,dance pop deep euro house deep house edm german dance pop tropical house
0.6,0.1169999999999999,147.059,0.154,0.166,0.0,4,0.613,8,223543,-7.097,0.532,1,spotify:track:5YAP8zpqj1eIX88makBjDe,electropop pop pop rap
0.546,0.163,101.965,0.0763,0.146,0.00473,4,0.8270000000000001,1,198032,-9.086,0.526,0,spotify:track:5CR8jioIWEB0yaS4Ap2mz5,edm pop tropical house
0.924,0.537,151.99,0.064,0.0271,3.32e-06,4,0.5579999999999999,9,186827,-4.341,0.5670000000000001,0,spotify:track:2E43WFS4rRc09za2r2GmZl,emo modern rock pop punk
0.525,0.0812,134.236,0.0585,0.228,2.2e-06,4,0.53,0,178958,-8.318999999999999,0.225,1,spotify:track:6aPDvttLmezuUlv60ExTH9,big room dance pop edm pop
0.858,0.0717,125.986,0.037,0.00321,0.0072599999999999,4,0.583,8,190240,-6.818,0.1,1,spotify:track:1gJbFyxVnTF8RTGCLyQxCL,
0.5379999999999999,0.178,99.972,0.103,0.246,0.163,4,0.691,0,182668,-9.952,0.3289999999999999,1,spotify:track:1pBO9JDqh1y3TbCKEO1OvG,edm electropop indie poptimism indietronica pop tropical house
0.7859999999999999,0.148,120.057,0.0491,0.0024,0.0,4,0.5539999999999999,9,224064,-4.288,0.358,1,spotify:track:4P1EGoXLWQ1YF6Nsmr1pfy,indie cafe pop indie pop indie poptimism indietronica metropopolis neo mellow pop
0.5820000000000001,0.3279999999999999,100.024,0.0409999999999999,0.716,0.00117,4,0.64,1,213250,-9.529,0.085,1,spotify:track:2jPQpbzZd90opXN0cBOspe,alternative r&b electropop indie electropop indie poptimism indie r&b indietronica vapor soul
0.6459999999999999,0.0905,188.009,0.433,0.233,0.0,4,0.76,8,178534,-5.048,0.625,0,spotify:track:5qN1G8fSHq4Sv5FRoOkNGu,argentine hip hop trap argentino trap latino
0.331,0.103,75.806,0.0484,0.8320000000000001,1.89e-05,4,0.373,6,191120,-10.636,0.147,1,spotify:track:6WpuEHo213DdSH99AT68UK,indie anthem-folk indie cafe pop indiecoustica
0.675,0.114,126.901,0.0725,0.631,6.23e-06,4,0.696,0,238067,-6.769,0.254,1,spotify:track:6wkVmLTBedKaAoeSj4xP6J,indiecoustica neo mellow pop pop rock
0.812,0.179,162.874,0.0608,0.0108,0.0,4,0.608,1,186640,-8.628,0.442,1,spotify:track:6ytzUb0K6dNScM4qksa7Fy,atl hip hop dirty south rap gangster rap hip hop pop rap rap southern hip hop trap
0.563,0.0851,98.031,0.0443,0.0399,0.0,4,0.823,6,225227,-5.095,0.682,1,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,dance pop pop pop rap r&b rap
0.8270000000000001,0.0821,127.909,0.1989999999999999,0.0654,0.00151,4,0.416,5,225040,-5.282,0.55,0,spotify:track:1hDYcjBSsAShpTSekSyyzC,disco house edm electro house
0.612,0.209,86.76799999999999,0.272,0.119,0.0,4,0.536,4,229040,-5.847,0.57,1,spotify:track:7DFnq8FYhHMCylykf6ZCxA,dance pop pop pop rap r&b rap
0.8420000000000001,0.155,124.119,0.0428,0.0127,0.0,4,0.71,6,189677,-3.156,0.7609999999999999,1,spotify:track:7p4zGB2Xj1hs7eoJU79YrV,big room deep big room deep house deep tropical house edm electro house gaming edm house pop pop edm progressive electro house progressive house tropical house
0.648,0.298,151.035,0.0426,0.0551,3.61e-05,4,0.723,11,220067,-6.522,0.369,0,spotify:track:3uYOVV9hpYLk6scE9xvAqt,dance pop edm pop post-teen pop tropical house uk dance uk funky
0.735,0.13,145.556,0.0428,0.0014,0.0001189999999999,4,0.363,1,295890,-3.857,0.0721,1,spotify:track:5ZzjNL4J31lqU853Un7T3f,brostep canadian electronic edm electro house electronic trap
0.963,0.294,138.009,0.0531,0.00897,0.0037799999999999,4,0.612,5,183519,-3.912,0.179,0,spotify:track:2xkrujtSjZz7EKAYGbIIzH,dutch trance edm progressive house trance
0.747,0.362,75.028,0.122,0.0333,0.00112,4,0.667,9,209583,-6.665,0.59,0,spotify:track:0jSvm9INXBdV6fzFbONmD7,australian dance drum and bass edm
0.931,0.0958,160.023,0.0621,0.00861,1.38e-06,4,0.536,4,213000,-4.02,0.354,0,spotify:track:3aDYoxrAvryBhyAbQ0PE7S,big room edm electro house electropop indie poptimism pop edm tropical house
0.6559999999999999,0.0882,126.01,0.0259,0.0162,0.0005009999999999,4,0.715,5,205100,-6.154,0.423,1,spotify:track:4uf9vttaZb5rehtxzrL4Dx,edm electropop indie poptimism indietronica pop tropical house
0.451,0.325,117.973,0.0585,0.0631,1.3e-05,4,0.735,0,245200,-8.374,0.0862,1,spotify:track:6yIdwnpDHufLWgQcveTPMk,dance pop electropop pop post-teen pop uk pop
0.7,0.0939,124.944,0.0456,0.1169999999999999,0.0,4,0.584,11,202747,-4.275,0.4379999999999999,1,spotify:track:0PDUDa38GO8lMxLCRc4lL1,dance pop electropop pop post-teen pop uk pop
0.437,0.106,180.043,0.039,0.1009999999999999,1.27e-06,4,0.258,11,239000,-6.593,0.0967,0,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,dance pop electropop pop post-teen pop uk pop
0.591,0.1639999999999999,121.873,0.0418,0.145,5.65e-06,4,0.652,11,261800,-7.274,0.2739999999999999,0,spotify:track:1ZemPoaj7LBj1RAQrb89EC,dfw rap melodic rap rap
0.539,0.1009999999999999,99.947,0.178,0.163,2.1e-06,4,0.833,11,149520,-7.399,0.385,0,spotify:track:6MWtB6iiXyIwun0YzU6DFP,dfw rap melodic rap rap
0.777,0.132,164.02700000000002,0.0834,0.139,0.0,4,0.569,4,246987,-4.041,0.181,0,spotify:track:09IOPhEh1OMe0HD9b36FJk,dfw rap melodic rap rap
0.419,0.111,98.983,0.0414,0.293,0.0,4,0.653,9,183640,-7.486000000000001,0.366,1,spotify:track:2GUMnvJq9GUWH5d9XRgTeP,danish pop pop scandipop
0.764,0.265,106.994,0.148,0.0129,7.63e-06,4,0.882,10,184013,-5.388999999999999,0.693,0,spotify:track:4TZ1xAwR0kJNN20H6GW82h,danish pop pop scandipop
0.6729999999999999,0.103,131.92,0.0297,0.396,2.43e-06,4,0.589,7,255293,-6.006,0.344,0,spotify:track:6cnnNriaO2ZQuBDZ3QOSlP,cantautor latin arena pop latin pop musica aragonesa spanish pop spanish pop rock spanish rock
0.512,0.125,188.221,0.0324,0.198,0.0,3,0.271,4,248013,-6.877999999999999,0.223,1,spotify:track:09zcQZ4zreM28YeOtMYebc,cantautor latin arena pop latin pop musica aragonesa spanish pop spanish pop rock spanish rock
0.906,0.23,127.885,0.0528,0.0311,1.97e-06,4,0.508,5,232507,-2.1830000000000003,0.708,1,spotify:track:3kIqMP5hmPyn6hGYDvNvPt,cantautor latin arena pop latin pop musica aragonesa spanish pop spanish pop rock spanish rock
0.8420000000000001,0.1009999999999999,139.781,0.0332,0.418,2.28e-06,4,0.487,6,208240,-2.509,0.425,0,spotify:track:3JhllUTyXy2ceSTzNSErBC,cantautor latin arena pop latin pop musica aragonesa spanish pop spanish pop rock spanish rock
0.706,0.0735,123.019,0.0326,0.301,0.0,4,0.625,9,258033,-4.604,0.273,1,spotify:track:73kadnv7SduzhApfRUv5C0,dance pop electropop metropopolis pop pop rap post-teen pop swedish electropop swedish pop swedish synthpop
0.898,0.173,96.556,0.0561,0.00783,0.0618,4,0.473,6,235547,-4.797,0.8079999999999999,0,spotify:track:4aVuWgvD0X63hcOCnZtNFA,album rock classic rock mellow gold rock soft rock yacht rock
0.61,0.102,94.384,0.0439,0.3229999999999999,0.0,3,0.685,0,186467,-5.221,0.3229999999999999,0,spotify:track:4mCf3vQf7z0Yseo0RxAi3V,barbadian pop dance pop pop post-teen pop r&b urban contemporary
0.659,0.484,136.80100000000002,0.215,0.241,8.33e-06,4,0.639,8,234413,-7.273,0.457,1,spotify:track:0zVMzJ37VQNFUNvdxxat2E,dance pop pop post-teen pop r&b
0.633,0.145,101.707,0.1,0.497,0.0,4,0.585,9,193067,-4.944,0.3779999999999999,1,spotify:track:5g6FCPU1r3C88vUsFtat16,dance pop girl group pop post-teen pop talent show viral pop
0.537,0.115,112.864,0.0282,0.0875,9.05e-06,4,0.6409999999999999,0,196188,-5.452000000000001,0.0681,0,spotify:track:4Y0TtDriFlN3XZoQx6PYsu,dance pop neo mellow pop pop rock post-teen pop viral pop
0.887,0.0811,122.015,0.0361,0.016,0.000503,4,0.807,1,229184,-4.311,0.606,0,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,dance pop edm electro house house pop progressive house tropical house uk dance
0.738,0.106,105.027,0.374,0.255,0.0,4,0.713,10,201200,-6.784,0.425,1,spotify:track:79esEXlqqmq0GPz0xQSZTV,canadian pop dance pop pop post-teen pop viral pop
0.465,0.203,93.024,0.0273,0.8340000000000001,0.0,4,0.518,0,229783,-5.903,0.302,1,spotify:track:4zb3kFL9fXrrfTwIY4CcDy,dance pop electropop metropopolis pop post-teen pop uk pop
0.596,0.133,100.121,0.1169999999999999,0.56,0.0,4,0.534,6,190867,-6.653,0.324,0,spotify:track:1h0yImRPIVAjhhHeNVlTuC,canadian pop dance pop pop post-teen pop viral pop
0.726,0.128,100.938,0.0344,0.0423,0.0,4,0.618,4,191071,-3.758,0.431,0,spotify:track:42oDlc0uKug0m43EKnqqJV,r&b
0.6970000000000001,0.4639999999999999,89.214,0.469,0.0757,0.0,4,0.607,9,261307,-8.347999999999999,0.206,0,spotify:track:3QFWe1dM5oUY0O1TTKapUS,
0.8640000000000001,0.375,149.945,0.0477,0.0215,0.0,4,0.5720000000000001,2,178920,-4.098,0.26,0,spotify:track:0NWQTyapmz4GuDTSN9xTB7,complextro dance pop edm electro house electropop german techno pop post-teen pop tropical house
0.755,0.233,86.03399999999999,0.0419,0.0332,0.0,4,0.5329999999999999,11,255907,-7.25,0.472,0,spotify:track:4e6ZN0EcEqYx74BTC5xQzy,r&b
0.7240000000000001,0.1159999999999999,121.884,0.0839,0.0308,0.0,4,0.518,8,192731,-6.327000000000001,0.3339999999999999,1,spotify:track:6bolfjXj78EIQRB48C6QTc,big room brostep dance pop dutch edm edm electro house house pop trance tropical house
0.482,0.0873,95.498,0.0333,0.2019999999999999,0.0,4,0.84,6,243053,-7.1160000000000005,0.957,0,spotify:track:6q1qACcezH6eH77Xljh5QV,r&b
0.7709999999999999,0.172,99.038,0.0563,0.291,5.62e-05,4,0.7879999999999999,4,207853,-3.2060000000000004,0.701,0,spotify:track:6MJUCumnQsQEKbCy28tbCP,latin latin hip hop reggaeton tropical
0.936,0.24,75.05,0.0455,0.0056799999999999,0.0,4,0.4679999999999999,2,219800,-3.683,0.6629999999999999,1,spotify:track:14BH4qO7pgCmIe6mgLKOK3,indie poptimism pop pop rock
0.687,0.244,150.086,0.079,0.2269999999999999,0.0,3,0.557,11,198213,-5.718999999999999,0.312,0,spotify:track:4IqpjoA1UfQ7FiJfMckYra,canadian pop dance pop pop post-teen pop viral pop
0.809,0.406,120.001,0.0504,0.0013599999999999,0.0,4,0.5379999999999999,7,200480,-6.017,0.278,0,spotify:track:0x4GHzCjY5MGQ960CHnVHz,australian pop candy pop dance pop electropop girl group pop post-teen pop
0.311,0.0987,89.36200000000001,0.0369,0.872,0.0,4,0.361,2,212773,-11.748,0.3229999999999999,0,spotify:track:6nat4Z7iRKWVk1qngQqI0Q,canadian pop dance pop pop post-teen pop viral pop
0.752,0.0949,122.133,0.0496,0.0171,0.000107,4,0.619,5,195027,-4.22,0.462,0,spotify:track:3g2738D4yQGvjZ4xupIr95,dance pop electropop pop post-teen pop uk pop
0.75,0.0618,99.997,0.0785,0.19,0.0,4,0.77,0,225600,-2.715,0.609,1,spotify:track:08aYFNUTIOMGq93e2VSArQ,puerto rican pop
0.913,0.295,123.971,0.0579,0.00882,0.000183,4,0.575,0,200323,-3.831,0.266,1,spotify:track:56yFJewuZr1kKfYu2O35nx,bossa nova mpb nova mpb
0.5539999999999999,0.1669999999999999,123.888,0.0769,0.0965,0.000866,4,0.639,11,193548,-12.265,0.327,1,spotify:track:5WxtmHAcrDbghHVGupu18h,brazilian edm
0.653,0.114,78.6,0.3979999999999999,0.0135,0.0,4,0.421,9,175424,-4.85,0.733,0,spotify:track:2QrXzOqLCVDRZHkToA0tSR,israeli pop
0.4029999999999999,0.0836,101.018,0.0338,0.6759999999999999,0.273,4,0.7020000000000001,3,222813,-13.428,0.0716,1,spotify:track:1OFMSWMwEiy5LJJCzzWknT,electropop tropical house vapor soul
0.414,0.108,165.487,0.0476,0.611,0.00141,4,0.364,3,200964,-9.699,0.1939999999999999,0,spotify:track:4qN7kbLXrensXxrf5mp9ie,indie electropop indie poptimism pop edm
0.513,0.0836,87.426,0.0248,0.326,0.0572,4,0.462,0,255099,-11.05,0.23,1,spotify:track:78zr1MlCMHyqdwTC1LcXRD,indie anthem-folk indie folk indiecoustica stomp and holler
0.411,0.0955,79.785,0.0475,0.701,9.73e-05,4,0.546,2,218502,-9.308,0.528,1,spotify:track:696vpg0aBvBxpZAuasmg15,acoustic pop british singer-songwriter indie anthem-folk indie folk indiecoustica
0.467,0.158,88.977,0.0571,0.318,0.0,4,0.655,5,150470,-7.473,0.575,0,spotify:track:1rwRQ8EfWU8XkXlWz0uH1F,israeli pop
0.366,0.1169999999999999,110.064,0.0313,0.893,7.5e-05,4,0.419,9,197000,-9.134,0.289,1,spotify:track:0DkoeRnJjVRrYUpIym350l,leeds indie
0.298,0.145,120.317,0.0548,0.77,0.0,4,0.49,9,203000,-11.953,0.155,0,spotify:track:5e3ccldJKfWdL2G0ov3EYu,vapor soul
0.637,0.0833,77.67,0.276,0.322,0.0,1,0.376,10,204431,-6.7010000000000005,0.4379999999999999,0,spotify:track:4SX4NUI58M3KhbalXxjwFC,british soul
0.456,0.213,90.03200000000001,0.0267,0.501,0.0,4,0.536,2,212760,-6.2170000000000005,0.32,1,spotify:track:5rkok5WSDPoQb9xKx5R61n,dance pop edm electropop pop post-teen pop scandipop swedish electropop swedish pop tropical house
0.823,0.0966,166.019,0.0512,0.216,0.0,4,0.622,4,235213,-7.545,0.862,0,spotify:track:10NXL88VOODNHVEtBHUN7d,british soul dance pop pop rap r&b tropical house urban contemporary
0.3289999999999999,0.0986,130.993,0.0274,0.22,0.0,4,0.574,1,237933,-6.829,0.356,1,spotify:track:2afCBiru10AFckfOa49wIa,boy band pop post-teen pop talent show
0.613,0.069,120.038,0.0592,0.0743,0.0,4,0.35,2,230655,-5.452999999999999,0.2239999999999999,1,spotify:track:0ihguwGVwKihJ1Nj8fGQlY,grime uk hip hop
0.635,0.579,76.508,0.1989999999999999,0.248,0.0,4,0.369,6,160000,-8.206,0.3939999999999999,1,spotify:track:1ZkZqd1Z3uccyOvC6RtSlK,indie pop rap pop rap
0.723,0.1969999999999999,123.997,0.0507,0.111,0.0,4,0.629,6,186774,-5.688,0.411,1,spotify:track:6K2swk0eXo6QfTrRFbGKmV,dance pop deep tropical house edm electro house electropop norwegian pop pop pop edm tropical house
0.51,0.156,151.024,0.0369,0.178,0.107,4,0.657,8,168664,-6.438,0.37,0,spotify:track:0mnoeoS9UklYuKVbkwCkAX,electropop indie poptimism indietronica pop
0.746,0.0734,165.861,0.107,0.0177,0.00044,4,0.652,8,228118,-4.62,0.894,1,spotify:track:6SzbbQUOx85hxpqsesoMfx,british soul indie r&b uk contemporary r&b
0.835,0.2189999999999999,140.024,0.0447,0.0079099999999999,0.0,4,0.51,3,226747,-4.673,0.435,1,spotify:track:11cDEev79fPKi6uJCjUhu8,dance pop edm electropop pop tropical house
0.653,0.119,129.986,0.0281,0.0171,0.000215,4,0.64,5,188615,-6.039,0.611,1,spotify:track:6V0PPYLaQ5fCAPftwIgpuN,art pop baroque pop pop uk alternative pop
0.412,0.1159999999999999,170.16299999999998,0.0402,0.737,0.0,3,0.483,7,203569,-8.461,0.247,1,spotify:track:41zXlQxzTi6cGAjpOXyLYH,electropop pop
0.494,0.106,76.90899999999999,0.0368,0.5539999999999999,0.0194,4,0.19,8,263493,-6.839,0.126,1,spotify:track:7zXEY847TCQKZjk9CtiErN,chillwave ninja
0.439,0.0993,167.908,0.115,0.635,1.93e-05,4,0.54,10,209547,-8.591000000000001,0.371,1,spotify:track:7vGGAJBkHKxKtOnGjQduDV,alternative r&b pop
0.703,0.256,122.381,0.0753,0.222,0.0,4,0.657,1,214693,-3.402,0.3379999999999999,1,spotify:track:0Zx8khUcEfCFK2AEoIhC92,edm electropop indie poptimism pop tropical house
0.893,0.123,87.056,0.0403,0.0224,0.0014199999999999,4,0.5870000000000001,7,225172,-2.508,0.0535,1,spotify:track:6A5nHAuwsuanT3uEMAouxF,drum and bass house liquid funk tropical house
0.74,0.0924,148.043,0.0393,0.0001,0.00436,4,0.509,0,236440,-5.825,0.569,1,spotify:track:76OJJyqgReUPDVOB7o2acJ,alternative dance indie pop irish rock modern alternative rock modern rock northern irish indie rock
0.81,0.111,99.947,0.0465,0.413,0.0,4,0.595,7,177925,-3.665,0.482,1,spotify:track:39P8VOo0DlQCb4n1g5b3Wp,dance pop neo mellow pop pop rock post-teen pop viral pop
0.802,0.387,119.25,0.0392,0.25,0.0,4,0.491,4,248907,-7.106,0.472,1,spotify:track:77NNZQSqzLNqh2A9JhLRkg,album rock classic rock hard rock mellow gold rock soft rock
0.7609999999999999,0.145,122.035,0.178,0.0115,1.94e-05,4,0.647,10,213283,-4.897,0.5479999999999999,1,spotify:track:4P5pg21eYdjoNzZ5D5k7MS,folk-pop neo-singer-songwriter pop
0.358,0.0941,122.0,0.0322,0.8370000000000001,5.93e-05,4,0.7809999999999999,10,147627,-11.437,0.687,1,spotify:track:5X7CVaSSf5LrLUm76wB9uF,
0.895,0.0501,94.968,0.0589,0.165,0.0,4,0.792,1,201526,-3.112,0.794,0,spotify:track:4QtiVmuA88tPQiCOHZuQ5b,dance pop latin latin pop mexican pop pop
0.937,0.815,150.24200000000002,0.0834,0.000811,6.37e-05,4,0.373,11,183773,-2.133,0.46,0,spotify:track:7qrJKTyxjWDBpVofIYydTk,dance pop pop
0.282,0.0981,79.77600000000001,0.0374,0.7979999999999999,1.23e-06,4,0.6990000000000001,7,159293,-7.65,0.359,1,spotify:track:4z2XPrpHz1raJibarWFY7Z,dance pop pop
0.915,0.8420000000000001,99.983,0.0579,0.173,0.8220000000000001,4,0.584,0,172320,-7.338999999999999,0.359,1,spotify:track:6dPTv6lJStWDjdTSaOiNBV,dance pop pop
0.356,0.1,114.805,0.0319,0.392,0.00129,3,0.625,2,199200,-9.044,0.325,1,spotify:track:5IXk9TVBuxG87sFrwclBJw,dance pop pop
0.493,0.133,97.012,0.0417,0.456,0.000463,4,0.8490000000000001,1,175240,-4.1,0.447,0,spotify:track:6Id5RM56PFn2hB4I0ox0WA,dance pop pop
0.535,0.1939999999999999,62.67100000000001,0.0288,0.348,0.000194,4,0.421,0,177293,-6.556,0.221,1,spotify:track:3PPeqAc0fCfFdh8cUYShn6,dance pop pop
0.2789999999999999,0.0978,102.727,0.0372,0.868,1.25e-05,4,0.557,6,191280,-7.757000000000001,0.263,1,spotify:track:378u8gf9qpJ4ZhxHEvrodl,dance pop pop
0.56,0.168,146.41,0.0373,0.157,0.0,3,0.48,2,258547,-5.196000000000001,0.1669999999999999,1,spotify:track:1JcjOWpaQr2crUaJj2kRYQ,dance pop pop
0.482,0.107,67.479,0.0251,0.0385,1.98e-05,4,0.565,7,86160,-6.621,0.342,1,spotify:track:1YWY0dnutW2Zx61OPFyDLF,dance pop pop
0.335,0.0979,109.908,0.0298,0.785,1.25e-06,4,0.45,7,281235,-7.463999999999999,0.25,1,spotify:track:3DKpA54hrFIdPN6AtL9HXa,dance pop pop
0.356,0.109,108.989,0.0287,0.7120000000000001,2.04e-06,4,0.4029999999999999,7,328016,-6.172999999999999,0.1939999999999999,1,spotify:track:54e5nUP7pHqVfaiCsq9FpW,dance pop pop
0.544,0.0916,86.01299999999999,0.0593,0.0481,0.0,4,0.606,9,196800,-8.36,0.456,0,spotify:track:5eRo6g2COIM4OE3UEHMA4g,dance pop pop
0.502,0.764,129.976,0.0409,0.299,0.0,4,0.5529999999999999,0,210200,-5.972,0.296,1,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,dance pop pop
0.635,0.129,114.776,0.0431,0.0229,0.0,4,0.313,11,216176,-4.676,0.2239999999999999,0,spotify:track:2kP1ujXHn0mNqFbiT3zob8,art pop baroque pop pop uk alternative pop
0.539,0.254,125.646,0.037,0.0405,1.06e-05,4,0.4029999999999999,10,211653,-6.987,0.332,1,spotify:track:6QeJEhEoMNqsn2yhCvG3jc,dance pop neo mellow pop post-teen pop r&b viral pop
0.701,0.392,120.932,0.0328,0.031,0.0,4,0.708,0,222097,-5.196000000000001,0.504,1,spotify:track:0oTyoTKEKMdF3rXcOLyEfN,australian pop dance pop electropop pop post-teen pop viral pop
0.745,0.312,122.481,0.0537,0.327,0.0,4,0.536,1,188053,-7.695,0.5,1,spotify:track:1KqquoEp6nWY1s46lwFoTF,dance pop electropop metropopolis pop post-teen pop uk pop
