,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,age_bin
12093,9,2,5,1,2,0,1,4,0,1,3
12094,0,1,3,0,2,2,1,4,0,1,2
12095,7,0,3,0,2,0,1,4,0,1,1
12096,2,0,6,0,0,0,1,4,0,1,1
12097,1,2,1,0,0,0,1,4,0,1,3
12098,9,2,6,0,0,0,1,4,1,1,1
12099,1,1,0,0,2,2,1,4,1,1,2
12100,9,2,5,0,2,0,1,4,1,1,2
12101,1,1,0,0,2,0,1,4,1,1,3
12102,1,1,2,0,2,0,1,4,1,1,2
12103,1,1,2,0,0,0,1,4,1,1,2
12104,6,1,5,0,0,0,1,4,1,1,4
12105,7,2,3,0,0,0,1,4,1,1,1
12106,2,0,6,0,0,0,1,4,1,1,2
12107,1,1,1,1,0,0,1,4,1,1,2
12108,0,2,6,0,0,0,1,4,1,1,1
12109,1,1,0,1,1,1,1,4,1,1,4
12110,0,1,6,0,0,0,1,4,1,1,2
12111,0,1,3,0,0,0,1,4,1,1,2
12112,0,1,6,0,0,0,1,4,1,1,3
12113,1,1,0,1,2,2,1,4,1,1,3
12114,6,1,5,0,2,0,1,4,1,1,2
12115,4,1,6,0,0,0,1,4,1,1,1
12116,1,1,1,1,0,0,1,4,1,1,3
12117,0,1,5,0,0,2,1,4,1,1,1
12118,5,1,0,1,2,0,1,4,1,1,4
12119,10,1,0,0,0,0,1,4,1,1,2
12120,6,0,5,0,2,0,1,4,1,1,2
12121,1,2,7,1,0,0,1,4,1,1,3
12122,0,2,3,0,2,2,1,4,1,1,2
12123,0,2,3,0,0,0,1,4,1,1,2
12124,0,2,3,0,0,2,1,4,1,1,2
12125,9,2,6,0,2,0,1,4,1,1,1
12126,6,2,6,0,2,0,1,4,1,1,1
12127,9,0,2,0,2,0,1,4,1,1,4
12128,0,2,3,0,1,1,1,4,1,1,1
12129,1,1,1,0,0,0,1,4,1,1,1
12130,6,2,6,1,0,2,1,4,1,1,2
12131,9,2,6,0,2,0,1,4,1,1,2
12132,9,1,6,0,0,0,1,4,1,1,3
12133,9,1,2,0,0,0,1,4,1,1,4
12134,1,1,1,1,2,0,1,4,1,1,2
12135,3,1,0,0,0,0,1,4,1,1,2
12136,1,1,0,0,2,2,1,4,1,1,3
12137,2,1,6,0,2,2,1,3,3,1,3
12138,1,1,2,1,2,0,1,3,3,1,3
12139,7,1,3,0,2,0,1,3,3,1,1
12140,1,1,0,0,2,0,1,3,3,1,3
12141,4,1,6,0,0,2,1,3,3,1,4
12142,1,1,0,1,2,0,1,3,3,1,3
12143,5,1,0,0,2,0,1,3,3,1,4
12144,7,2,3,0,2,0,1,3,3,1,3
12145,1,1,7,0,2,0,1,3,3,1,2
12146,0,1,3,0,2,0,1,3,3,1,1
12147,0,1,3,0,0,0,1,3,3,1,1
12148,1,1,0,0,2,0,1,3,3,1,2
12149,6,1,6,0,0,0,1,3,3,1,1
12150,1,1,1,1,2,0,1,3,3,1,4
12151,1,1,0,1,0,0,1,3,3,1,2
12152,1,1,2,0,2,0,1,3,3,1,2
12153,9,2,5,0,2,0,1,3,3,1,2
12154,9,1,5,0,2,0,1,3,3,1,2
12155,1,2,1,0,0,0,1,3,3,1,1
12156,1,1,2,0,2,0,1,3,3,1,3
12157,1,1,1,0,0,0,1,3,3,1,1
12158,1,1,2,0,0,0,1,3,3,1,2
12159,10,2,3,0,0,0,1,3,3,1,1
12160,1,1,0,0,0,0,1,3,3,1,2
12161,1,1,0,0,0,0,1,3,3,1,2
12162,0,0,7,0,0,0,1,3,3,1,3
12163,10,1,2,1,0,0,1,3,3,1,1
12164,7,0,3,0,0,2,1,3,3,1,4
12165,9,1,5,1,0,0,1,3,3,1,4
12166,10,1,2,1,2,0,1,3,3,1,3
12167,1,1,0,1,0,0,1,3,3,1,3
12168,9,1,3,0,0,0,1,3,3,1,2
12169,4,1,6,0,0,0,1,3,3,1,4
12170,3,1,3,0,0,2,1,3,3,1,3
12171,9,2,5,0,2,2,1,3,3,1,3
12172,0,1,3,0,0,0,1,3,3,1,2
12173,1,1,2,0,1,1,1,3,3,1,2
12174,1,1,0,0,2,0,1,3,3,1,4
12175,1,1,0,0,2,0,1,3,3,1,4
12176,7,1,3,1,2,0,1,3,3,1,2
12177,1,1,2,1,0,0,1,3,3,1,4
12178,0,1,1,0,0,0,1,3,3,1,3
12179,7,0,3,0,0,0,1,3,3,1,2
12180,1,1,7,0,0,0,1,3,3,1,3
12181,1,1,1,0,0,0,1,3,3,1,2
12182,5,1,0,0,0,0,1,3,3,1,3
12183,0,1,6,0,0,0,1,3,3,1,2
12184,1,0,2,0,0,0,1,3,3,1,3
12185,5,0,6,0,0,0,1,3,3,1,4
12186,6,1,5,0,2,2,1,3,3,1,4
12187,5,1,3,0,2,2,1,3,3,1,4
12188,7,2,5,0,2,0,1,3,3,1,3
12189,0,1,3,0,2,2,1,3,3,1,2
12190,2,2,6,0,2,0,1,3,3,1,1
12191,1,1,2,0,0,2,1,3,3,1,2
12192,0,1,3,0,0,2,1,3,3,1,2
12193,9,1,5,0,2,0,1,3,3,1,4
12194,7,1,2,0,2,0,1,3,3,1,4
12195,4,1,6,0,0,2,1,3,3,1,3
12196,1,2,0,0,0,0,1,3,4,1,3
12197,1,1,6,0,0,0,1,3,4,1,1
12198,0,0,3,0,0,0,1,3,4,1,2
12199,1,1,7,1,0,0,1,3,4,1,2
12200,3,1,0,0,2,0,1,3,4,1,3
12201,1,1,1,0,0,0,1,3,4,1,3
12202,9,2,3,0,0,0,1,3,4,1,2
12203,1,1,2,1,0,0,1,3,4,1,2
12204,9,2,5,0,0,0,1,3,4,1,3
12205,1,0,2,0,0,0,1,3,4,1,3
12206,1,1,2,1,2,0,1,3,4,1,2
12207,1,2,3,0,0,0,1,3,4,1,1
12208,9,1,5,0,0,0,1,3,4,1,3
12209,9,2,3,0,2,0,1,3,4,1,3
12210,10,2,3,0,2,0,1,3,4,1,1
12211,7,2,3,0,0,0,1,3,4,1,2
12212,7,1,3,1,0,0,1,3,4,1,4
12213,7,1,3,0,0,0,1,3,4,1,1
12214,4,1,6,0,2,0,1,3,4,1,1
12215,0,2,6,0,2,2,1,3,4,1,1
12216,7,0,2,0,2,0,1,3,4,1,2
12217,6,1,6,0,2,2,1,3,4,1,1
12218,7,1,3,0,0,0,1,3,4,1,3
12219,0,0,5,1,0,0,1,3,2,1,2
12220,7,1,3,0,2,0,1,3,2,1,4
12221,4,2,6,0,0,2,1,3,2,1,3
12222,5,1,7,0,0,0,1,3,2,1,2
12223,0,1,3,1,0,0,1,3,2,1,3
12224,2,1,1,0,2,0,1,3,2,1,3
12225,3,1,2,0,0,0,1,3,2,1,2
12226,1,0,0,0,2,2,1,3,2,1,1
12227,4,1,6,0,2,0,1,3,2,1,4
12228,0,2,6,0,2,0,1,3,2,1,1
12229,1,1,2,0,2,0,1,3,2,1,3
12230,9,2,6,0,2,0,1,3,2,1,1
12231,1,1,0,1,2,2,1,3,2,1,3
12232,9,2,5,0,2,0,1,3,2,1,2
12233,5,0,5,0,0,0,1,3,2,1,4
12234,9,2,5,0,0,0,1,3,2,1,2
12235,1,1,2,0,2,0,1,3,2,1,2
12236,1,1,2,0,0,0,1,3,2,1,4
12237,1,2,0,0,0,0,1,3,2,1,1
12238,1,1,2,0,0,0,1,3,2,1,2
12239,1,1,3,0,2,0,1,3,2,1,1
12240,1,1,1,1,2,0,1,3,2,1,2
12241,1,1,1,1,0,0,1,3,2,1,2
12242,1,1,3,0,2,0,1,3,2,1,2
12243,1,1,1,1,0,0,1,3,2,1,3
12244,0,1,3,0,0,0,1,3,2,1,3
12245,9,1,6,0,0,0,1,3,2,1,4
12246,0,1,3,0,0,0,1,3,2,1,3
12247,10,1,2,1,0,0,1,3,2,1,2
12248,1,1,2,0,0,0,1,3,2,1,3
12249,9,0,5,0,0,0,1,3,2,1,4
12250,9,2,6,1,2,2,1,3,2,1,2
12251,0,1,2,1,2,0,1,3,2,1,4
12252,0,0,7,1,0,0,1,3,2,1,4
12253,1,1,2,1,1,1,1,3,2,1,3
12254,3,0,1,0,2,0,1,3,2,1,4
12255,0,2,3,0,0,0,1,3,2,1,2
12256,0,2,3,0,0,0,1,3,2,1,2
12257,0,2,3,0,0,0,1,3,2,1,2
12258,4,1,6,0,0,2,1,3,2,1,3
12259,0,0,6,1,0,0,1,3,2,1,2
12260,5,1,7,0,0,0,1,3,2,1,2
12261,5,1,7,0,0,0,1,3,2,1,2
12262,0,2,6,0,0,0,1,3,2,1,1
12263,9,1,2,0,2,0,1,3,2,1,2
12264,0,0,6,0,0,0,1,3,2,1,2
12265,4,1,6,0,2,0,1,3,2,1,2
12266,1,0,3,0,2,0,1,3,2,1,1
12267,3,2,0,0,2,0,1,3,2,1,4
12268,0,2,3,0,2,2,1,3,2,1,1
12269,7,1,2,0,0,0,1,3,2,1,1
12270,9,1,5,0,2,0,1,3,2,1,1
12271,1,1,1,0,2,0,1,3,2,1,2
12272,7,2,3,1,0,2,1,3,2,1,3
12273,3,1,0,0,2,0,1,3,2,1,4
12274,7,1,3,0,2,0,1,3,2,1,2
12275,9,1,2,0,0,0,1,3,2,1,2
12276,1,1,1,0,2,0,1,3,2,1,2
12277,2,1,5,0,2,0,1,3,2,1,3
12278,4,2,7,0,0,0,1,3,2,1,1
12279,1,1,2,1,0,2,1,3,2,1,2
12280,1,1,2,0,2,0,1,3,2,1,2
12281,7,1,2,0,0,2,1,3,2,1,1
12282,7,2,3,0,2,0,1,3,2,1,1
12283,1,1,0,0,2,0,1,3,2,1,3
12284,9,1,5,0,2,0,1,3,2,1,1
12285,1,1,2,1,0,0,1,3,2,1,3
12286,2,2,6,0,2,0,1,3,2,1,1
12287,9,2,5,0,2,0,1,3,2,1,1
12288,1,1,0,1,0,0,1,3,2,1,4
12289,4,1,1,1,2,0,1,3,0,1,2
12290,6,1,3,1,2,0,1,3,0,1,3
12291,9,2,5,0,0,0,1,3,0,1,2
12292,1,1,7,0,2,0,1,3,0,1,3
12293,9,1,3,0,2,0,1,3,0,1,2
12294,1,2,2,1,0,0,1,3,0,1,1
12295,0,2,6,0,0,0,1,3,0,1,2
12296,7,2,3,0,2,0,1,3,0,1,1
12297,6,1,2,1,0,0,1,3,0,1,4
12298,9,1,6,0,2,0,1,3,0,1,4
12299,1,1,1,1,0,2,1,3,0,1,2
12300,0,2,3,0,0,2,1,3,0,1,1
12301,4,1,6,1,0,2,1,3,0,1,3
12302,4,1,6,1,0,2,1,3,0,1,3
12303,1,2,3,0,2,0,1,3,0,1,1
12304,7,1,3,0,2,0,1,3,0,1,3
12305,9,0,5,0,2,2,1,3,0,1,2
12306,1,1,1,0,2,0,1,3,0,1,2
12307,4,1,3,0,0,2,1,3,0,1,3
12308,3,1,1,0,0,0,1,3,0,1,2
12309,0,2,3,0,0,0,1,3,0,1,1
12310,0,1,3,0,0,0,1,3,0,1,2
12311,0,1,3,0,2,0,1,3,0,1,2
12312,1,2,3,0,0,0,1,3,0,1,2
12313,9,1,6,0,2,0,1,3,0,1,3
12314,1,2,3,0,0,0,1,3,0,1,2
12315,10,2,5,0,0,0,1,3,0,1,2
12316,2,1,6,0,0,0,1,3,0,1,2
12317,1,1,0,1,0,2,1,3,0,1,3
12318,0,2,6,0,0,0,1,3,0,1,1
12319,0,2,6,0,2,0,1,3,0,1,2
12320,0,2,3,0,2,0,1,3,0,1,1
12321,0,2,3,0,2,0,1,3,0,1,1
12322,7,1,3,1,0,0,1,3,0,1,1
12323,1,1,3,0,0,0,1,3,0,1,2
12324,0,1,6,0,2,0,1,3,0,1,2
12325,0,2,6,0,2,0,1,3,0,1,1
12326,2,1,0,0,0,0,1,3,0,1,3
12327,1,0,0,1,0,0,1,3,0,1,3
12328,0,2,6,0,2,0,1,3,0,1,2
12329,1,1,0,0,2,0,1,3,0,1,2
12330,1,1,0,0,2,0,1,3,0,1,4
12331,0,2,6,1,0,0,1,3,0,1,4
12332,0,1,6,0,0,0,1,3,0,1,2
12333,1,1,0,1,2,0,1,3,0,1,3
12334,0,0,6,0,2,0,1,3,0,1,2
12335,10,1,6,0,0,2,1,3,0,1,2
12336,0,2,3,0,2,0,1,3,0,1,1
12337,7,2,3,0,0,0,1,3,0,1,2
12338,9,2,3,0,2,0,1,3,0,1,2
12339,0,0,6,0,0,2,1,3,0,1,2
12340,3,1,0,0,0,0,1,3,0,1,4
12341,2,1,0,0,2,0,1,3,0,1,3
12342,0,1,6,0,0,0,1,3,0,1,3
12343,9,1,6,0,1,1,1,3,0,1,2
12344,1,1,0,0,0,0,1,3,0,1,3
12345,9,2,5,1,2,0,1,3,0,1,2
12346,0,0,6,0,2,0,1,3,0,1,3
12347,1,1,2,1,0,0,1,3,0,1,3
12348,2,1,1,0,2,2,1,3,0,1,1
12349,7,2,3,0,2,0,1,3,0,1,1
12350,9,2,5,0,2,0,1,3,0,1,3
12351,5,1,0,1,0,0,1,3,0,1,4
12352,0,1,6,0,2,2,1,3,0,1,1
12353,1,0,0,0,0,0,1,3,0,1,1
12354,0,2,6,0,1,1,1,3,0,1,1
12355,1,1,2,0,0,0,1,3,0,1,3
12356,1,1,2,0,2,0,1,3,0,1,3
12357,1,1,2,0,2,0,0,3,0,1,3
12358,2,1,3,0,2,0,0,3,0,1,1
12359,7,1,3,0,2,0,1,3,0,1,3
12360,9,1,2,1,2,0,0,3,0,1,2
12361,4,1,6,0,2,0,0,3,0,1,3
12362,9,2,5,0,0,0,1,3,0,1,2
12363,7,0,3,0,2,2,0,3,0,1,1
12364,5,1,5,1,2,0,0,3,0,1,4
12365,1,1,2,0,1,1,0,3,0,1,2
12366,0,1,3,0,2,0,0,3,0,1,1
12367,1,0,1,1,1,1,0,3,0,1,2
12368,7,1,3,0,2,0,0,3,0,1,2
12369,1,1,2,0,0,0,0,3,0,1,2
12370,0,1,2,0,2,0,0,3,0,1,1
12371,1,1,2,0,0,0,1,3,0,1,2
12372,1,1,0,0,0,2,0,3,0,1,3
12373,5,1,2,1,0,0,0,3,0,1,4
12374,5,1,2,1,2,0,0,3,0,1,4
12375,9,1,3,1,2,0,0,3,0,1,2
12376,1,1,2,1,0,0,0,3,0,1,3
12377,10,1,3,0,0,0,0,3,0,1,2
12378,0,1,3,0,2,0,0,3,1,1,4
12379,0,1,6,1,1,1,0,3,1,1,3
12380,1,1,0,0,2,0,0,3,1,1,3
12381,0,0,3,0,0,0,0,3,1,1,3
12382,0,0,3,0,0,2,0,3,1,1,2
12383,0,1,4,1,0,0,0,3,1,1,4
12384,4,1,5,0,2,0,0,3,1,1,4
12385,5,1,5,1,2,2,0,3,1,1,4
12386,6,1,2,0,2,0,0,3,1,1,2
12387,0,1,3,0,2,2,0,3,1,1,2
12388,0,1,6,0,2,0,0,3,1,1,3
12389,0,0,2,0,2,2,0,3,1,1,4
12390,9,2,6,0,0,2,0,3,1,1,2
12391,6,0,6,0,0,0,0,3,1,1,4
12392,9,1,6,1,0,0,0,3,1,1,4
12393,10,0,6,0,2,0,0,3,1,1,1
12394,1,1,2,1,0,0,0,3,1,1,4
12395,7,1,3,1,0,0,0,3,1,1,2
12396,1,2,2,0,2,0,0,3,1,1,1
12397,0,1,2,0,2,2,0,3,1,1,3
12398,9,2,5,0,2,2,0,3,1,1,1
12399,1,1,2,1,2,2,0,3,1,1,1
12400,1,1,0,0,2,0,0,3,1,1,3
12401,0,2,6,0,0,0,0,3,1,1,2
12402,10,1,3,1,2,0,0,3,1,1,3
12403,7,1,5,1,0,0,0,3,1,1,2
12404,1,1,2,0,0,0,0,3,1,1,4
12405,1,1,1,0,0,0,1,3,1,1,2
12406,0,1,6,0,2,2,0,3,1,1,3
12407,1,1,1,0,0,0,1,3,1,1,2
12408,4,1,7,0,0,2,0,3,1,1,3
12409,1,1,2,1,2,0,0,3,1,1,2
12410,6,1,7,0,2,0,0,3,1,1,3
12411,4,0,6,0,0,0,0,3,1,1,4
12412,1,1,1,1,0,0,0,3,1,1,2
12413,9,0,5,0,0,0,0,3,1,1,3
12414,9,1,6,1,0,0,0,3,1,1,2
12415,9,1,5,1,0,0,0,3,1,1,3
12416,7,1,3,1,2,0,0,3,1,1,3
12417,0,1,2,1,2,0,1,3,1,1,2
12418,4,0,6,1,0,2,0,3,1,1,4
12419,1,1,2,1,2,0,0,3,1,1,3
12420,7,1,1,0,0,2,0,3,1,1,4
12421,9,1,2,1,0,0,0,3,1,1,2
12422,6,1,6,0,2,0,0,3,1,1,3
12423,1,2,0,1,0,0,0,3,1,1,3
12424,9,1,5,0,0,0,0,3,1,1,3
12425,2,1,1,0,2,2,0,3,1,1,2
12426,4,1,7,1,0,0,0,3,1,1,3
12427,0,2,6,0,2,2,0,3,1,1,1
12428,1,1,2,0,0,0,0,3,1,1,4
12429,0,2,6,0,0,0,0,3,1,1,1
12430,4,1,0,0,0,0,0,3,1,1,4
12431,1,1,2,1,0,0,0,3,1,1,3
12432,0,1,2,1,0,0,0,3,1,1,3
12433,4,1,3,0,0,0,0,3,1,1,2
12434,0,0,6,0,0,0,0,3,1,1,3
12435,0,2,6,0,0,0,0,3,1,1,3
12436,7,2,2,0,0,0,0,3,1,1,3
12437,1,2,0,0,2,0,0,3,1,1,4
12438,6,2,0,0,1,1,0,3,1,1,2
12439,1,2,0,0,1,1,0,3,1,1,3
12440,1,0,2,0,0,0,0,3,1,1,3
12441,1,2,2,0,0,0,0,3,1,1,1
12442,3,0,0,1,0,0,0,3,1,1,3
12443,0,0,1,0,2,0,0,3,1,1,4
12444,3,1,0,0,0,0,0,3,1,1,2
12445,3,0,3,0,2,0,0,3,1,1,2
12446,1,1,2,0,0,0,0,3,1,1,2
12447,9,1,3,0,2,0,0,3,1,1,2
12448,4,1,6,1,0,0,0,3,1,1,3
12449,9,1,2,0,0,0,0,3,1,1,2
12450,6,1,3,1,2,0,1,3,1,1,2
12451,1,2,2,0,2,2,1,3,1,1,3
12452,1,1,0,1,2,0,0,3,1,1,3
12453,7,1,3,0,2,0,0,3,1,1,1
12454,10,2,3,0,2,0,0,3,1,1,2
12455,7,2,3,0,0,0,0,3,1,1,2
12456,0,1,3,0,0,2,0,3,1,1,1
12457,9,1,5,0,0,0,0,3,1,1,1
12458,5,1,0,0,2,0,0,3,1,1,4
12459,7,2,3,0,2,2,0,3,1,1,2
12460,1,0,2,0,0,0,1,3,1,1,3
12461,1,0,3,0,2,2,0,3,1,1,3
12462,1,1,0,0,2,0,0,3,1,1,3
12463,1,1,2,1,2,0,0,3,1,1,2
12464,2,1,6,1,0,2,1,3,1,1,3
12465,4,2,6,0,0,0,1,3,1,1,2
12466,9,1,6,0,2,2,0,3,1,1,2
12467,1,1,2,0,0,0,1,3,1,1,2
12468,7,1,3,0,0,0,0,3,1,1,3
12469,7,1,3,1,2,0,1,3,1,1,2
12470,0,1,6,0,0,0,0,3,1,1,2
12471,10,1,3,0,0,0,0,3,1,1,2
12472,1,1,2,1,0,0,1,3,1,1,4
12473,3,2,1,0,0,0,0,3,1,1,1
12474,1,1,2,1,0,0,0,3,1,1,2
12475,0,2,6,0,2,2,1,3,1,1,1
12476,10,0,2,1,0,0,0,3,1,1,3
12477,1,1,2,0,2,0,0,3,1,1,1
12478,0,0,3,0,0,0,0,3,1,1,3
12479,3,1,0,0,2,0,0,3,1,1,2
12480,1,1,1,1,0,0,0,3,1,1,2
12481,7,2,2,1,0,2,0,3,1,1,3
12482,1,1,0,1,0,2,0,3,1,1,4
12483,7,0,7,0,0,0,0,3,1,1,2
12484,7,1,1,0,2,0,0,3,1,1,3
12485,10,0,2,0,1,1,0,3,1,1,2
12486,3,1,6,0,2,0,0,3,1,1,2
12487,0,2,3,0,0,0,0,3,1,1,3
12488,2,1,3,0,0,0,0,3,1,1,3
12489,2,1,3,0,2,0,0,3,1,1,3
12490,9,1,6,0,0,0,0,3,1,1,1
12491,1,1,3,0,2,2,0,3,1,1,2
12492,0,2,6,0,0,0,0,3,1,1,1
12493,1,1,2,0,2,0,0,3,1,1,1
12494,7,0,3,0,1,1,0,3,1,1,2
12495,9,1,2,1,0,0,0,3,1,1,2
12496,2,1,6,0,2,0,0,3,1,1,2
12497,7,1,3,0,2,0,0,3,1,1,1
12498,1,0,0,1,2,2,0,3,1,1,3
12499,7,2,3,0,0,0,0,3,1,1,3
12500,0,2,6,1,2,0,0,3,1,1,1
12501,1,1,3,0,0,0,0,3,1,1,2
12502,0,1,3,0,2,0,0,3,1,1,3
12503,1,1,2,0,0,0,0,3,1,1,2
12504,0,1,3,0,0,0,0,3,1,1,3
12505,0,0,3,0,2,0,0,3,1,1,2
12506,7,1,3,0,2,0,0,3,1,1,1
12507,1,1,0,0,0,0,0,3,1,1,4
12508,1,1,2,0,2,0,1,3,1,1,2
12509,9,0,6,0,0,0,0,3,1,1,4
12510,1,1,0,0,0,2,1,3,1,1,3
12511,2,1,2,1,2,0,0,3,1,1,3
12512,4,1,6,0,2,2,0,3,1,1,4
12513,0,1,2,0,2,0,0,3,1,1,3
12514,6,1,3,0,0,0,0,3,1,1,2
12515,0,1,3,0,2,0,0,3,1,1,2
12516,7,1,3,0,2,0,0,3,1,1,2
12517,9,1,2,1,1,1,0,3,1,1,2
12518,6,0,6,1,2,0,0,3,1,1,3
12519,1,1,0,0,0,0,0,3,1,1,3
12520,2,1,7,1,2,0,0,3,1,1,2
12521,5,1,0,1,0,0,0,3,1,1,4
12522,9,1,5,0,0,2,0,3,1,1,4
12523,9,1,3,0,1,1,0,3,1,1,3
12524,0,0,3,0,0,0,0,3,1,1,3
12525,1,1,2,1,0,2,0,3,1,1,2
12526,0,0,3,0,0,0,0,3,1,1,3
12527,1,1,2,1,1,1,0,3,1,1,4
12528,5,1,0,0,0,0,0,3,1,1,4
12529,9,2,5,0,2,2,0,3,1,1,2
12530,0,0,3,1,0,0,0,3,1,1,3
12531,0,1,6,0,2,0,0,3,1,1,3
12532,2,1,1,0,2,0,0,3,1,1,2
12533,1,1,7,0,0,0,0,3,1,1,3
12534,4,1,6,0,2,0,0,3,1,1,4
12535,0,1,6,0,2,0,1,3,1,1,2
12536,3,1,3,1,2,0,0,3,1,1,3
12537,7,0,3,0,0,0,0,3,1,1,3
12538,2,1,6,1,1,1,0,3,1,1,4
12539,9,1,6,0,2,0,0,3,1,1,2
12540,0,1,7,1,0,0,0,3,1,1,3
12541,7,1,1,1,0,0,0,3,1,1,2
12542,1,1,2,0,2,0,0,3,1,1,3
12543,9,1,5,0,2,0,0,3,1,1,1
12544,7,1,5,0,2,0,0,3,1,1,3
12545,0,2,6,1,0,0,0,3,1,1,2
12546,0,2,3,0,0,0,0,3,1,1,1
12547,7,1,3,0,0,2,0,3,1,1,2
12548,2,2,2,0,0,0,0,3,1,1,4
12549,1,1,3,0,0,0,0,3,1,1,4
12550,1,1,0,1,2,0,0,3,1,1,4
12551,9,1,2,0,2,0,0,3,1,1,2
12552,0,2,3,1,0,0,0,3,1,1,1
12553,2,1,0,0,2,0,0,3,1,1,3
12554,1,1,0,0,0,0,0,3,1,1,3
12555,4,1,6,0,2,0,0,3,1,1,2
12556,1,1,2,1,2,0,1,3,1,1,2
12557,2,1,6,0,2,0,0,3,1,1,4
12558,2,1,0,0,0,0,0,3,1,1,3
12559,7,1,2,1,0,0,0,3,1,1,2
12560,7,1,2,1,2,0,0,3,1,1,2
12561,0,1,6,0,0,0,1,3,1,1,3
12562,1,2,1,1,2,0,0,3,1,1,2
12563,5,0,3,1,0,0,0,3,1,1,4
12564,9,2,3,0,2,0,1,3,1,1,1
12565,4,1,3,0,2,0,0,3,1,1,2
12566,4,1,6,0,2,0,0,3,1,1,3
12567,1,1,2,0,0,0,0,3,1,1,2
12568,0,0,6,1,2,0,0,3,1,1,4
12569,1,1,2,0,0,0,0,3,1,1,2
12570,9,2,3,1,0,0,0,3,1,1,2
12571,1,1,2,1,0,0,0,3,1,1,3
12572,7,1,3,0,2,0,0,3,1,1,1
12573,0,1,6,0,2,0,0,3,1,1,2
12574,1,0,0,1,2,0,0,3,1,1,2
12575,2,1,6,0,2,0,0,3,1,1,3
12576,7,2,6,0,0,0,0,3,1,1,1
12577,1,1,2,0,0,2,0,3,1,1,2
12578,0,1,3,1,2,0,0,3,1,1,2
12579,2,1,3,0,0,0,0,3,1,1,2
12580,0,1,6,0,0,0,1,3,1,1,2
12581,2,1,2,1,2,0,0,3,1,1,4
12582,0,1,6,0,2,2,0,3,1,1,3
12583,1,1,2,0,0,0,0,3,1,1,4
12584,9,1,7,1,2,0,0,3,1,1,3
12585,6,1,6,0,0,0,0,3,1,1,2
12586,2,1,1,1,0,0,0,3,1,1,3
12587,5,1,3,0,0,0,1,3,1,1,4
12588,0,0,1,0,0,0,1,3,1,1,3
12589,9,1,1,0,2,0,0,3,1,1,2
12590,7,1,3,0,2,0,0,3,1,1,2
12591,6,2,2,1,2,0,0,3,1,1,2
12592,11,1,0,1,2,0,0,3,1,1,3
12593,0,1,5,0,0,0,0,3,1,1,2
12594,0,1,3,0,2,0,1,3,1,1,2
12595,9,1,5,0,0,0,0,3,1,1,2
12596,2,1,6,0,2,0,0,3,1,1,3
12597,7,2,3,0,2,0,0,3,1,1,1
12598,7,2,3,0,2,0,0,3,1,1,1
12599,1,1,2,0,2,0,0,3,1,1,3
12600,7,2,3,0,0,0,0,3,1,1,1
12601,0,2,3,0,0,0,0,3,1,1,2
12602,7,2,3,0,0,0,0,3,1,1,1
12603,0,1,6,0,0,0,1,3,1,1,2
12604,7,1,3,1,0,0,0,3,1,1,2
12605,9,1,5,0,0,0,0,3,1,1,3
12606,9,1,5,0,0,0,0,3,1,1,3
12607,5,1,6,1,0,0,1,3,1,1,4
12608,9,1,5,0,0,0,0,3,1,1,2
12609,0,1,6,0,2,0,0,3,1,1,3
12610,1,1,7,1,1,1,0,3,1,1,3
12611,3,2,0,1,0,0,0,3,1,1,2
12612,6,1,5,1,0,2,0,3,1,1,2
12613,9,0,2,0,2,0,0,3,1,1,3
12614,11,2,2,1,0,0,0,3,1,1,3
12615,0,1,3,0,2,0,0,3,1,1,1
12616,0,2,6,0,2,0,0,3,1,1,2
12617,0,2,3,0,0,0,0,3,1,1,1
12618,1,2,3,0,0,0,0,3,1,1,1
12619,0,1,3,0,0,0,0,3,1,1,1
12620,1,1,2,0,2,0,0,3,1,1,3
12621,4,1,6,1,0,0,0,3,1,1,2
12622,0,0,5,0,0,0,0,3,1,1,1
12623,9,0,6,0,2,0,0,3,1,1,1
12624,0,2,6,0,0,0,0,3,1,1,2
12625,1,1,2,0,2,0,0,3,1,1,4
12626,1,0,2,0,0,0,0,3,1,1,4
12627,7,1,2,0,0,0,0,3,1,1,3
12628,2,2,5,0,0,0,1,3,1,1,2
12629,10,1,3,0,0,0,0,3,1,1,2
12630,1,2,2,0,0,0,0,3,1,1,1
12631,0,1,3,0,0,0,0,3,1,1,2
12632,0,0,6,0,2,0,1,3,1,1,3
12633,7,2,3,0,0,0,0,3,1,1,1
12634,9,1,5,0,2,2,1,3,1,1,3
12635,1,1,2,1,2,0,0,3,1,1,4
12636,4,2,3,0,0,0,0,3,1,1,2
12637,1,1,5,0,0,0,0,3,1,1,2
12638,0,2,6,0,1,1,0,3,1,1,2
12639,9,1,5,0,0,0,0,3,1,1,2
12640,2,1,0,0,0,0,0,3,1,1,3
12641,0,1,2,0,2,0,0,3,1,1,2
12642,7,1,3,1,2,0,0,3,1,1,4
12643,1,1,1,1,2,0,0,3,1,1,2
12644,7,0,7,0,0,2,0,3,1,1,2
12645,1,1,0,0,0,0,0,3,1,1,3
12646,3,1,0,0,0,2,0,3,1,1,4
12647,1,2,1,0,2,2,0,3,1,1,2
12648,1,2,7,0,2,0,0,3,1,1,2
12649,9,1,5,1,0,0,1,3,1,1,2
12650,0,1,6,0,2,0,0,3,1,1,2
