MSSubClass,LotFrontage,LotArea,Street,LotConfig,Condition1,YearBuilt,RoofStyle,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,OpenPorchSF,YrSold,SalePrice
story_finished_attic,NA,7015,Pave,Corner,Norm,1950,Gable,TA,CBlock,TA,TA,No,709,GasA,TA,3,1,Gd,5,Typ,1,Detchd,0,2009,110000
story_new,75,8004,Pave,Inside,RRAn,2009,Gable,TA,PConc,Gd,TA,No,832,GasA,Ex,3,1,TA,8,Typ,0,BuiltIn,150,2009,263435
story_old,60,7200,Pave,Inside,Feedr,1936,Gable,Gd,PConc,Gd,Gd,No,560,GasA,Ex,3,1,Gd,6,Typ,0,Detchd,0,2009,155000
old_new,60,8281,Pave,Inside,Norm,1965,Gable,TA,CBlock,TA,TA,No,864,GasA,Gd,3,1,TA,5,Typ,1,Detchd,0,2009,62383
story_old,74,11988,Pave,Inside,Norm,1934,Hip,TA,CBlock,TA,TA,No,715,GasA,Fa,3,1,TA,6,Typ,1,Detchd,0,2008,188700
old_new,60,8430,Pave,Inside,Norm,1978,Gable,TA,CBlock,Gd,TA,No,1040,GasA,TA,3,1,TA,5,Typ,0,NA,0,2009,124000
old_new,NA,3072,Pave,Inside,Norm,2004,Hip,TA,PConc,Gd,TA,No,1375,GasA,Ex,2,1,Gd,6,Typ,1,Attchd,20,2006,178740
old_new,85,10628,Pave,Inside,Norm,1970,Flat,Gd,CBlock,TA,Gd,Gd,1277,GasA,TA,2,1,TA,5,Typ,1,Attchd,0,2007,167000
story_old,79,9480,Pave,Inside,Artery,1942,Gable,TA,CBlock,TA,TA,No,728,GasA,Ex,3,1,Gd,7,Typ,2,Attchd,0,2007,146500
old_new,98,11428,Pave,Inside,Norm,2006,Gable,TA,PConc,Gd,TA,No,1626,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,44,2007,250000
story_new,76,9291,Pave,Corner,RRNe,1993,Gable,TA,PConc,Gd,TA,No,832,GasA,Ex,3,1,Gd,7,Typ,0,Attchd,70,2008,187000
old_new,NA,6820,Pave,Corner,Norm,1985,Gable,TA,PConc,Gd,TA,Av,1488,GasA,TA,1,1,Gd,4,Typ,0,Attchd,54,2010,212000
story_new,92,11952,Pave,Inside,PosA,1977,Mansard,TA,CBlock,Gd,TA,No,808,GasA,TA,3,1,TA,8,Typ,1,Attchd,0,2007,190000
split,35,3675,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,Gd,547,GasA,Ex,2,1,TA,5,Typ,0,Basment,28,2008,148000
old_new,110,14977,Pave,Inside,Norm,2006,Gable,TA,PConc,Ex,TA,Gd,1976,GasA,Ex,2,1,Gd,7,Typ,1,Attchd,63,2007,440000
old_new,41,5330,Pave,Inside,Norm,2000,Gable,TA,PConc,Gd,TA,Av,1494,GasA,Ex,2,1,Ex,6,Typ,0,Attchd,48,2007,251000
old_new,80,8480,Pave,Corner,Norm,1963,Hip,TA,CBlock,TA,TA,No,970,GasA,TA,2,1,TA,5,Typ,0,Detchd,24,2007,132500
old_new,75,13125,Pave,Inside,Norm,1997,Gable,TA,PConc,Gd,TA,Gd,1478,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,39,2008,208900
story_new,105,13693,Pave,Inside,Norm,2006,Hip,TA,PConc,Gd,TA,Av,2153,GasA,Ex,3,1,Ex,9,Typ,1,BuiltIn,84,2007,380000
old_new,79,10637,Pave,Inside,Norm,2007,Hip,TA,PConc,Ex,TA,Gd,1705,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,44,2009,297000
old_old,50,5925,Pave,Inside,Norm,1937,Hip,TA,BrkTil,Fa,TA,No,907,GasA,TA,2,1,TA,7,Typ,0,Detchd,72,2007,89471
old_new,98,16033,Pave,FR2,Norm,2004,Hip,TA,PConc,Ex,TA,Gd,1833,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,112,2006,326000
old_new,72,11846,Pave,Inside,Norm,2003,Hip,TA,PConc,Ex,TA,Gd,1792,GasA,Ex,2,1,Ex,6,Typ,1,Attchd,49,2006,374000
story_old,50,2500,Pave,Corner,Norm,1915,Gable,TA,PConc,TA,TA,No,910,GasA,Ex,4,1,Ex,7,Min2,1,Attchd,0,2009,155000
old_new,32,4500,Pave,FR2,Norm,1998,Hip,TA,PConc,Ex,TA,No,1216,GasA,Ex,2,1,TA,5,Typ,0,Attchd,125,2006,164000
old_new,NA,7758,Pave,Corner,Norm,1962,Gable,Gd,CBlock,TA,TA,No,999,GasA,Gd,3,1,Gd,6,Typ,0,Detchd,132,2007,132500
old_new,80,9600,Pave,Inside,Norm,1950,Gable,TA,CBlock,TA,TA,No,1113,GasA,Gd,3,1,Gd,5,Typ,1,Attchd,80,2009,147000
old_new,79,10289,Pave,Inside,Norm,1965,Hip,TA,CBlock,TA,TA,No,1073,GasA,TA,3,1,TA,6,Typ,0,Attchd,0,2007,156000
old_new,70,12243,Pave,Inside,Norm,1971,Gable,TA,CBlock,Gd,TA,Av,1484,GasA,Gd,3,1,TA,7,Typ,1,Attchd,0,2007,175000
duplex,60,10800,Pave,Corner,Norm,1900,Gable,Fa,CBlock,TA,Fa,No,954,GasA,TA,3,2,TA,10,Mod,1,Attchd,0,2006,160000
split,21,1526,Pave,Inside,Norm,1970,Gable,Gd,CBlock,Gd,TA,Av,630,GasA,TA,1,1,Gd,3,Typ,0,Attchd,0,2009,86000
story_new,NA,2665,Pave,Inside,Norm,1976,Gable,TA,PConc,Gd,TA,Mn,264,GasA,TA,3,1,TA,4,Typ,1,BuiltIn,24,2008,115000
story_finished_attic,79,9490,Pave,Inside,Artery,1941,Gable,TA,CBlock,TA,TA,No,806,GasA,TA,3,1,Fa,5,Typ,2,Attchd,0,2006,133000
story_new,105,15578,Pave,Corner,Norm,2006,Gable,TA,PConc,Gd,TA,No,728,GasA,Gd,3,1,TA,8,Typ,0,Attchd,0,2006,172785
old_new,70,7931,Pave,Inside,Norm,1960,Gable,TA,CBlock,TA,TA,No,1269,GasA,TA,3,1,TA,6,Typ,1,Detchd,0,2008,155000
old_old,50,5784,Pave,Inside,Artery,1938,Gable,TA,BrkTil,Fa,TA,No,190,GasA,Gd,2,1,TA,4,Typ,0,Attchd,20,2009,91300
old_old,60,7879,Pave,Inside,Norm,1920,Gable,TA,CBlock,TA,TA,No,720,GasA,TA,2,1,TA,4,Typ,0,NA,523,2009,34900
old_new,NA,12692,Pave,Inside,Norm,1992,Hip,TA,PConc,Gd,TA,No,3200,GasA,Ex,4,1,Gd,10,Typ,1,Attchd,75,2007,430000
story_finished_attic,60,9120,Pave,Inside,Norm,1925,Gable,Gd,PConc,TA,TA,No,1026,GasA,Ex,4,1,TA,8,Typ,0,Detchd,100,2008,184000
old_new,65,7800,Pave,Inside,Norm,1967,Hip,TA,PConc,TA,TA,No,864,GasA,Ex,3,1,Gd,5,Typ,0,Attchd,0,2009,130000
old_new,70,7535,Pave,Inside,Norm,1958,Gable,TA,CBlock,TA,TA,No,912,GasA,Fa,2,1,TA,5,Typ,0,Attchd,285,2007,120000
story_new,21,1890,Pave,Inside,Norm,1973,Gable,TA,CBlock,TA,TA,No,672,GasA,TA,3,1,TA,7,Typ,0,Detchd,28,2007,113000
story_new,75,9803,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,No,866,GasA,Gd,3,1,Gd,7,Typ,0,Attchd,108,2008,226700
old_new,70,9170,Pave,Corner,Feedr,1965,Hip,TA,CBlock,TA,TA,No,1214,GasA,Ex,2,1,TA,6,Typ,0,Detchd,0,2007,140000
old_new,100,15602,Pave,Inside,Norm,1959,Gable,TA,CBlock,TA,TA,No,1501,GasA,TA,1,1,TA,6,Typ,2,Attchd,54,2010,289000
story_new,24,2308,Pave,Inside,Norm,1974,Gable,TA,CBlock,TA,TA,No,855,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2009,147000
duplex,60,7596,Pave,Inside,Artery,1952,Hip,TA,CBlock,TA,TA,No,960,GasA,Gd,4,2,TA,10,Typ,0,Detchd,0,2009,124500
story_new,80,9554,Pave,Inside,Norm,1993,Gable,TA,PConc,Gd,TA,No,777,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,81,2006,215000
old_new,75,7862,Pave,Inside,Norm,2009,Gable,TA,PConc,Gd,TA,No,1218,GasA,Ex,2,1,Gd,4,Typ,0,Attchd,102,2009,208300
story_old,60,9600,Pave,Inside,Norm,1928,Gambrel,Ex,BrkTil,TA,TA,No,689,GasA,Ex,3,1,Gd,7,Typ,1,Detchd,0,2008,161000
old_new,80,9600,Pave,Corner,Norm,1959,Gable,TA,CBlock,TA,TA,No,1041,GasA,Ex,3,1,TA,6,Typ,0,Attchd,88,2009,124500
old_new,75,14559,Pave,Inside,Norm,1951,Hip,TA,CBlock,TA,TA,No,1008,GasA,Ex,2,1,TA,6,Min1,2,CarPort,42,2009,164900
old_new,40,6792,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,No,1368,GasA,Ex,2,1,Gd,6,Typ,1,Attchd,35,2006,202665
old_new,70,9100,Pave,Corner,Feedr,1958,Gable,TA,CBlock,TA,TA,No,864,GasA,TA,3,1,TA,5,Typ,0,Detchd,0,2006,129900
old_new,71,9187,Pave,Corner,Norm,1983,Gable,Gd,PConc,TA,TA,No,1084,GasA,TA,3,1,TA,5,Typ,0,Attchd,0,2007,134000
story_finished_attic,55,10594,Pave,Inside,Norm,1926,Gable,TA,BrkTil,TA,TA,No,768,Grav,Fa,2,1,TA,5,Typ,0,Detchd,0,2007,96500
old_new,94,12220,Pave,Inside,Norm,2009,Hip,TA,CBlock,Ex,TA,No,2006,GasA,Ex,3,1,Ex,9,Typ,1,Attchd,54,2009,402861
split,NA,10448,Pave,Corner,Norm,1972,Gable,TA,CBlock,TA,TA,No,689,GasA,TA,3,1,TA,7,Typ,1,Attchd,104,2009,158000
story_new,79,10208,Pave,Inside,Norm,1996,Gable,TA,PConc,Gd,TA,No,1264,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,0,2009,265000
story_new,NA,9531,Pave,CulDSac,Norm,1998,Gable,TA,PConc,Gd,TA,Mn,794,GasA,Ex,3,1,TA,7,Typ,0,Attchd,36,2007,211000
story_old,53,10918,Pave,Inside,Norm,1926,Gambrel,TA,BrkTil,Gd,TA,No,1276,GasA,Ex,3,1,Gd,9,Typ,2,Detchd,0,2009,234000
duplex,60,10800,Pave,Inside,Norm,1900,Gable,TA,BrkTil,NA,NA,NA,0,GasA,TA,3,2,TA,7,Typ,0,NA,114,2008,106250
old_new,90,11988,Pave,Corner,Feedr,1957,Gable,TA,CBlock,TA,TA,No,1244,GasA,Ex,3,1,TA,6,Typ,2,Attchd,40,2007,150000
story_finished_attic,50,5000,Pave,Corner,Feedr,1947,Gable,Gd,CBlock,TA,TA,No,1004,GasA,Ex,3,1,TA,7,Typ,2,Detchd,24,2006,159000
story_new,130,40094,Pave,Inside,PosN,2007,Hip,TA,PConc,Ex,TA,Gd,3138,GasA,Ex,3,1,Ex,11,Typ,1,BuiltIn,406,2007,184750
story_new,95,11787,Pave,Inside,Norm,1996,Gable,TA,PConc,Gd,TA,No,1379,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,60,2007,315750
old_new,62,7500,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,No,1257,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,144,2006,176000
old_new,70,13300,Pave,Inside,Norm,1956,Hip,TA,CBlock,Gd,TA,No,928,GasA,TA,2,1,TA,4,Typ,0,Attchd,0,2007,132000
story_new,67,14948,Pave,Inside,Norm,2008,Hip,TA,PConc,Ex,TA,Av,1452,GasA,Ex,3,1,Ex,11,Typ,1,Attchd,66,2008,446261
old_old,58,9098,Pave,Inside,Norm,1920,Gable,TA,BrkTil,TA,TA,Mn,528,GasA,Ex,2,1,TA,5,Typ,0,NA,0,2007,86000
old_new,NA,32668,Pave,CulDSac,Norm,1957,Hip,TA,PConc,TA,TA,No,2035,GasA,TA,4,2,TA,9,Maj1,2,Attchd,0,2007,200624
split,85,10200,Pave,Inside,Norm,1988,Gable,TA,CBlock,Gd,TA,Av,1461,GasA,Ex,3,1,Gd,5,Typ,1,Attchd,0,2008,175000
story_old,60,6155,Pave,FR3,RRNn,1920,Gable,TA,BrkTil,Fa,Fa,Mn,611,GasA,Ex,3,1,TA,6,Typ,0,Detchd,0,2008,128000
old_new,60,7200,Pave,Inside,Norm,1955,Gable,TA,Slab,NA,NA,NA,0,GasA,Ex,2,1,TA,5,Mod,1,Detchd,0,2010,107500
old_new,50,5000,Pave,Inside,Norm,1946,Gable,Fa,Slab,NA,NA,NA,0,GasA,Fa,1,1,Fa,2,Typ,0,NA,0,2007,39300
story_new,74,9056,Pave,Inside,Norm,2004,Gable,TA,PConc,Ex,Gd,Av,707,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,35,2006,178000
duplex,70,7000,Pave,Inside,Norm,1910,Gable,TA,CBlock,Gd,TA,Gd,1117,GasA,TA,3,1,TA,5,Typ,0,NA,0,2008,107500
story_new,57,8924,Pave,CulDSac,Norm,1998,Gable,TA,PConc,Gd,TA,Av,880,GasA,Ex,3,1,Gd,8,Typ,0,Attchd,155,2008,188000
old_new,NA,12735,Pave,FR2,Norm,1972,Hip,TA,CBlock,TA,TA,No,864,GasA,TA,3,1,TA,5,Typ,0,Detchd,0,2008,111250
old_new,NA,11553,Pave,Inside,Norm,1968,Hip,TA,CBlock,TA,TA,No,1051,GasA,TA,3,1,TA,7,Typ,1,Attchd,0,2006,158000
old_new,NA,11423,Pave,Inside,Norm,2001,Gable,TA,PConc,Gd,TA,Av,1581,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,0,2010,272000
old_new,85,14601,Pave,Inside,Norm,2006,Hip,TA,PConc,Ex,TA,Av,1838,GasA,Ex,2,1,Ex,8,Typ,1,Attchd,68,2009,315000
story_new,NA,11000,Pave,FR2,Norm,2000,Gable,TA,PConc,Gd,TA,No,969,GasA,Ex,4,1,Gd,8,Typ,1,BuiltIn,56,2007,248000
old_new,78,10140,Pave,Inside,RRAn,1998,Hip,TA,PConc,Ex,TA,No,1650,GasA,Ex,3,1,Gd,7,Maj1,1,Attchd,73,2009,213250
old_new,34,4058,Pave,Inside,Norm,1998,Gable,TA,PConc,Gd,TA,Av,723,GasA,Ex,1,1,TA,4,Typ,0,Attchd,40,2007,133000
story_new,58,17104,Pave,Inside,Norm,2006,Gable,TA,PConc,Gd,Gd,Av,654,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,24,2006,179665
story_finished_attic,NA,13837,Pave,Corner,Norm,1988,Gable,Gd,PConc,Gd,Gd,No,1204,GasA,Gd,4,1,Gd,9,Typ,0,Attchd,0,2006,229000
story_finished_attic,70,8737,Pave,Inside,Norm,1923,Gable,TA,BrkTil,Gd,TA,No,1065,GasA,Ex,3,1,TA,6,Typ,1,Detchd,38,2007,210000
split,54,7244,Pave,Inside,Norm,1970,Gable,Gd,CBlock,Gd,TA,Av,768,GasA,Ex,2,1,TA,5,Typ,0,Detchd,0,2007,129500
old_new,49,8235,Pave,Inside,Feedr,1955,Gable,Gd,CBlock,TA,TA,No,825,GasA,TA,2,1,TA,4,Typ,0,Detchd,50,2008,125000
story_new,75,9375,Pave,Inside,Norm,2003,Gable,TA,PConc,Gd,TA,No,912,GasA,Ex,4,1,Gd,8,Typ,1,BuiltIn,182,2009,263000
old_new,53,4043,Pave,Inside,Norm,1977,Gable,TA,CBlock,Gd,TA,No,1069,GasA,TA,2,1,TA,4,Typ,0,Attchd,55,2008,140000
old_new,50,6000,Pave,Inside,Norm,1957,Hip,TA,CBlock,TA,TA,No,928,GasA,Gd,3,1,TA,5,Typ,0,Attchd,0,2008,112500
old_new,87,11146,Pave,Inside,Norm,2006,Gable,TA,PConc,Ex,TA,Av,1709,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,39,2009,255500
old_new,67,8777,Pave,Inside,Feedr,1949,Gable,TA,CBlock,NA,NA,NA,0,GasA,Ex,2,1,Gd,5,Typ,0,Detchd,96,2009,108000
story_new,85,10625,Pave,Inside,Norm,2003,Gable,TA,PConc,Gd,TA,No,998,GasA,Ex,3,1,Gd,8,Typ,1,BuiltIn,62,2008,284000
story_finished_attic,58,6380,Pave,Inside,Norm,1922,Gable,TA,BrkTil,TA,Fa,No,993,GasA,TA,2,1,TA,5,Typ,1,Detchd,0,2006,113000
old_new,69,14850,Pave,Inside,Norm,1957,Gable,TA,CBlock,TA,TA,No,1092,GasA,TA,2,1,TA,6,Typ,1,Attchd,0,2006,141000
story_finished_attic,60,11040,Pave,Inside,Norm,1920,Gable,TA,CBlock,TA,TA,No,637,GasA,Gd,3,1,TA,7,Typ,0,CarPort,47,2006,108000
story_new,57,21872,Pave,FR2,Norm,1996,Gable,TA,PConc,Gd,TA,Gd,729,GasA,Ex,3,1,TA,6,Typ,1,Attchd,22,2008,175000
old_new,NA,3196,Pave,Inside,Norm,2003,Gable,TA,PConc,Gd,TA,Gd,1374,GasA,Ex,2,1,Gd,7,Typ,1,Attchd,20,2006,234000
old_new,NA,11341,Pave,Inside,Norm,1957,Hip,TA,CBlock,Gd,TA,No,1392,GasA,TA,3,1,TA,5,Mod,1,Detchd,0,2010,121500
old_new,77,10010,Pave,Inside,Norm,1974,Gable,TA,CBlock,Gd,TA,Av,1389,GasA,Gd,2,1,TA,6,Typ,1,Attchd,38,2006,170000
old_old,63,13907,Pave,Inside,Norm,1940,Gable,TA,CBlock,TA,TA,No,996,GasA,Ex,3,1,TA,6,Typ,1,NA,0,2008,108000
story_finished_attic,66,21780,Pave,Inside,Norm,1918,Gable,TA,BrkTil,Gd,TA,Mn,1163,GasA,Ex,4,1,TA,8,Typ,1,Detchd,36,2008,185000
story_new,NA,13346,Pave,CulDSac,Norm,1992,Gable,TA,PConc,Gd,TA,No,1095,GasA,Ex,4,1,Gd,9,Typ,1,Attchd,40,2006,268000
story_old,66,6858,Pave,Corner,Norm,1915,Gable,TA,PConc,Gd,TA,No,806,GasA,TA,4,1,Fa,6,Typ,0,Detchd,66,2010,128000
story_new,77,11198,Pave,Inside,Norm,2005,Hip,TA,PConc,Gd,Gd,No,1122,GasA,Ex,4,1,Ex,11,Typ,1,BuiltIn,39,2008,325000
old_new,70,10171,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,1517,GasA,Ex,3,1,Gd,7,Typ,0,Attchd,0,2010,214000
story_finished_attic,79,12327,Pave,Inside,Norm,1983,Gable,TA,CBlock,Gd,TA,Gd,1496,GasA,Ex,1,1,Gd,5,Min2,1,BuiltIn,40,2009,316600
duplex,NA,7032,Pave,Corner,Norm,1979,Gable,TA,CBlock,Gd,TA,Gd,943,GasA,TA,2,1,TA,4,Typ,2,Detchd,0,2006,135960
duplex,74,13101,Pave,Inside,Norm,1965,Gable,TA,CBlock,TA,TA,No,1728,GasA,TA,6,2,TA,10,Typ,0,Detchd,0,2008,142600
old_new,60,7332,Pave,Inside,Norm,1959,Gable,TA,CBlock,TA,TA,No,864,GasA,Ex,2,1,Gd,4,Typ,0,Attchd,0,2006,120000
story_new,83,13159,Pave,Corner,Norm,2009,Gable,TA,PConc,Ex,TA,Av,846,GasA,Gd,3,1,Gd,6,Typ,0,Attchd,114,2009,224500
split,76,9967,Pave,Inside,Norm,2000,Gable,TA,PConc,Gd,TA,No,384,GasA,Ex,3,1,TA,8,Typ,1,BuiltIn,0,2007,170000
split,70,10500,Pave,FR2,Norm,1971,Gambrel,TA,CBlock,TA,TA,Av,372,GasA,TA,3,1,TA,5,Typ,0,BuiltIn,0,2007,139000
story_finished_attic,80,8480,Pave,Inside,Norm,1947,Gable,TA,CBlock,TA,TA,No,832,GasA,TA,2,1,TA,6,Typ,0,Detchd,0,2008,118500
story_finished_attic,52,6292,Pave,Inside,Norm,1928,Gable,TA,BrkTil,TA,TA,No,861,GasA,Gd,3,1,TA,6,Typ,1,Detchd,50,2009,145000
split,96,11777,Pave,Inside,Norm,1966,Gable,TA,CBlock,TA,TA,Av,1164,GasA,Ex,3,1,TA,6,Typ,2,Attchd,68,2006,164500
story_new,34,3604,Pave,Corner,Norm,2007,Gable,TA,PConc,Gd,TA,No,689,GasA,Ex,2,1,Gd,5,Typ,0,Detchd,102,2008,146000
story_finished_attic,81,12150,Pave,Inside,Norm,1954,Gable,TA,BrkTil,TA,TA,No,1050,GasA,Ex,4,1,TA,7,Typ,0,Attchd,0,2008,131500
old_new,NA,14585,Pave,CulDSac,Norm,1960,Gable,TA,CBlock,TA,TA,No,1144,GasA,Ex,3,1,Gd,7,Typ,2,Attchd,110,2007,181900
old_new,98,12704,Pave,Inside,Norm,2008,Hip,TA,PConc,Ex,TA,No,2042,GasA,Ex,3,1,Ex,8,Typ,1,Attchd,90,2009,253293
duplex,81,11841,Grvl,Inside,Norm,1990,Gable,Gd,CBlock,Gd,TA,Av,816,GasA,TA,3,1,TA,5,Typ,0,NA,32,2007,118500
story_old,75,13500,Pave,Inside,Artery,1893,Gable,Ex,BrkTil,TA,TA,No,1237,GasA,Gd,3,1,Gd,9,Typ,1,Detchd,502,2008,325000
story_finished_attic,51,6120,Pave,Inside,Norm,1935,Gable,TA,BrkTil,TA,TA,No,884,GasA,Ex,3,1,Gd,6,Typ,0,Detchd,0,2009,133000
old_new,88,11443,Pave,Inside,Norm,2005,Hip,TA,PConc,Ex,TA,Gd,1868,GasA,Ex,2,1,Gd,7,Typ,2,Attchd,66,2006,369900
old_old,55,10267,Pave,Inside,RRAn,1918,Gable,Gd,BrkTil,TA,Gd,Mn,816,GasA,Ex,2,1,Fa,5,Typ,0,Detchd,0,2008,130000
split,74,8740,Pave,Inside,Norm,1982,Hip,TA,CBlock,TA,TA,Av,840,GasA,TA,2,1,TA,4,Typ,0,Detchd,0,2009,137000
old_new,65,25095,Pave,Inside,Norm,1968,Flat,TA,CBlock,TA,TA,Gd,1437,GasA,Ex,1,1,Ex,5,Typ,2,Attchd,48,2009,143000
story_finished_attic,50,9100,Pave,Inside,RRAn,1930,Gable,TA,BrkTil,TA,TA,No,742,GasA,TA,2,1,TA,4,Typ,0,Detchd,0,2008,79500
story_new,64,8320,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,770,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,45,2008,185900
story_new,97,13478,Pave,Corner,Norm,2008,Gable,TA,PConc,Ex,TA,Gd,1722,GasA,Ex,3,1,Ex,10,Typ,1,BuiltIn,274,2009,451950
old_new,60,6600,Pave,Inside,Norm,1982,Gable,Gd,PConc,TA,Gd,No,816,GasA,Ex,2,1,TA,4,Typ,0,Detchd,0,2008,138000
old_new,NA,4435,Pave,Inside,Norm,2003,Gable,TA,PConc,Gd,TA,Av,848,GasA,Ex,1,1,Gd,4,Typ,0,Attchd,0,2009,140000
old_new,88,7990,Pave,Inside,Norm,1975,Hip,TA,CBlock,Gd,TA,No,924,GasA,TA,3,1,TA,5,Typ,0,Detchd,0,2008,110000
old_new,69,11302,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,Gd,1814,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,75,2006,319000
story_old,60,3600,Pave,Inside,Norm,1910,Gable,TA,CBlock,TA,TA,No,684,GasA,Ex,3,1,TA,7,Typ,0,Detchd,158,2006,114504
old_new,53,3922,Pave,Inside,Norm,2006,Gable,TA,PConc,Ex,TA,Av,1258,GasA,Ex,2,1,Gd,7,Typ,1,Attchd,16,2007,194201
old_new,80,12984,Pave,Inside,Norm,1977,Gable,TA,CBlock,Gd,TA,Mn,1430,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,0,2006,217500
story_new,24,1950,Pave,Inside,Norm,1980,Gable,Gd,CBlock,Gd,TA,No,716,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2008,151000
story_new,74,10927,Pave,Inside,Norm,2005,Gable,TA,PConc,Gd,TA,Av,1058,GasA,Ex,3,1,Ex,8,Typ,1,BuiltIn,60,2006,275000
story_finished_attic,50,9000,Pave,Inside,Norm,1937,Gable,Gd,PConc,TA,TA,No,780,GasA,TA,3,1,Gd,6,Typ,1,Detchd,162,2007,141000
story_new,80,10041,Pave,Inside,Norm,1992,Gable,TA,PConc,Gd,TA,Mn,908,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,150,2006,220000
story_new,30,3182,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,No,600,GasA,Ex,2,1,Gd,4,Typ,0,Detchd,172,2010,151000
old_new,88,12803,Pave,Inside,Norm,2002,Gable,TA,PConc,Gd,TA,Mn,1494,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,36,2008,221000
story_new,85,13600,Pave,Inside,Norm,1965,Gable,TA,CBlock,TA,TA,No,768,GasA,TA,3,1,TA,7,Typ,3,Attchd,42,2009,205000
old_new,82,12464,Pave,Corner,Norm,1996,Gable,Gd,PConc,Gd,TA,No,1040,GasA,Gd,3,1,Gd,6,Typ,0,Detchd,0,2009,152000
old_new,78,7800,Pave,Inside,Norm,1948,Gable,Gd,CBlock,TA,Gd,No,896,GasA,Ex,3,1,Ex,8,Typ,0,Attchd,0,2006,225000
story_old,78,12168,Pave,Inside,Norm,1934,Gable,TA,PConc,Gd,TA,Mn,965,GasA,TA,4,1,TA,10,Typ,2,Basment,0,2007,359100
old_new,61,7943,Pave,Inside,Feedr,1961,Gable,Fa,CBlock,TA,TA,Mn,1029,GasA,Gd,3,1,TA,5,Typ,0,Attchd,0,2007,118500
story_new,NA,11050,Pave,Inside,PosN,2000,Hip,TA,PConc,Ex,TA,Mn,1440,GasA,Ex,3,1,Ex,8,Typ,2,Attchd,142,2009,313000
split,NA,10395,Pave,FR2,Norm,1978,Gable,TA,CBlock,Gd,TA,Av,1032,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2007,148000
story_new,NA,11885,Pave,Inside,Norm,2001,Gable,TA,PConc,Gd,TA,Av,1299,GasA,Ex,3,1,Ex,7,Typ,1,BuiltIn,122,2009,261500
old_new,70,8402,Pave,Inside,Feedr,2007,Gable,TA,PConc,Gd,TA,No,1120,GasA,Ex,3,1,TA,6,Typ,0,NA,30,2007,147000
split,21,1491,Pave,Inside,Norm,1972,Gable,TA,CBlock,Gd,TA,Av,630,GasA,Ex,1,1,TA,3,Typ,0,NA,24,2010,75500
split,80,8800,Pave,Inside,Feedr,1963,Gable,Gd,PConc,TA,TA,Gd,936,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,0,2010,137500
story_new,NA,7861,Pave,Inside,Norm,2002,Gable,TA,PConc,Gd,TA,No,783,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,75,2006,183200
story_finished_attic,59,7227,Pave,Corner,Artery,1954,Gable,TA,CBlock,TA,TA,No,832,GasA,Gd,2,1,Gd,4,Typ,0,Detchd,0,2008,105500
old_new,90,11694,Pave,Inside,Norm,2007,Hip,TA,PConc,Ex,TA,Av,1822,GasA,Ex,3,1,Gd,9,Typ,1,Attchd,108,2007,314813
story_new,85,12244,Pave,Inside,Norm,2003,Hip,TA,PConc,Gd,TA,Gd,1482,GasA,Ex,4,1,Gd,10,Typ,2,Attchd,0,2008,305000
old_old,45,8248,Pave,Inside,Norm,1914,Gable,TA,BrkTil,TA,TA,No,864,GasA,TA,2,1,TA,5,Typ,0,NA,0,2008,67000
story_new,90,10800,Pave,Inside,Norm,1974,Gable,TA,CBlock,TA,TA,No,1522,GasA,TA,4,1,TA,9,Typ,1,Attchd,243,2008,240000
